CustomerID,Recency,Frequency,Monetary,DistinctProducts,TenureDays,AvgBasketValue,IsUK,AcquiredInQ4,CancellationRate,FutureSpend,Repurchase
12371.0,317,3,1819.42,90,553,606.4733333333334,0,0,0.0,1527.96,1
12372.0,120,2,842.9200000000001,31,204,421.46000000000004,0,0,0.0,353.12,1
12373.0,219,3,927.6500000000001,35,581,309.2166666666667,0,0,0.0,0.0,0
12374.0,329,2,2046.29,46,496,1023.145,0,0,0.0,622.93,1
12375.0,6,1,190.3,10,6,190.3,0,0,0.0,187.20000000000002,1
12376.0,297,2,383.15,10,325,191.575,0,1,0.0,0.0,0
12377.0,223,4,3266.32,128,497,816.58,0,0,0.0,0.0,0
12378.0,37,2,5416.32,281,470,2708.16,0,0,0.0,0.0,0
12379.0,78,3,1107.82,49,442,369.2733333333333,0,0,0.25,362.40000000000003,1
12380.0,93,5,5345.39,123,570,1069.078,0,0,0.16666666666666666,1865.26,1
12381.0,27,1,1028.74,61,27,1028.74,0,0,0.5,446.07,1
12383.0,92,5,1628.56,83,260,325.712,0,1,0.16666666666666666,0.0,0
12384.0,29,1,212.69,13,29,212.69,0,0,0.0,212.58,1
12385.0,287,1,1668.4,64,287,1668.4,0,1,0.0,0.0,0
12386.0,245,2,401.9,10,274,200.95,0,1,0.0,0.0,0
12387.0,323,1,143.94,9,323,143.94,0,1,0.0,0.0,0
12388.0,56,6,2788.79,77,490,464.79833333333335,0,0,0.0,1112.3200000000002,1
12389.0,310,3,1433.33,41,563,477.77666666666664,0,0,0.0,0.0,0
12391.0,372,5,2285.18,159,570,457.03599999999994,0,0,0.16666666666666666,439.66,1
12392.0,499,1,234.75000000000003,7,499,234.75000000000003,0,0,0.0,0.0,0
12393.0,153,5,1877.95,53,336,375.59000000000003,0,1,0.16666666666666666,521.5,1
12394.0,125,1,351.08,20,125,351.08,0,0,0.0,729.4,1
12395.0,20,11,3233.11,121,510,293.9190909090909,0,0,0.15384615384615385,1008.0600000000001,1
12396.0,582,1,931.43,65,582,931.43,0,0,0.0,0.0,0
12397.0,43,1,1109.81,69,43,1109.81,0,0,0.0,1105.09,1
12399.0,27,7,1842.3,66,552,263.18571428571425,0,0,0.0,0.0,0
12400.0,322,1,205.25,11,322,205.25,0,1,0.0,0.0,0
12401.0,211,1,69.3,4,211,69.3,0,0,0.0,0.0,0
12402.0,231,6,1136.9,42,578,189.48333333333335,0,0,0.14285714285714285,0.0,0
12403.0,429,1,555.6600000000001,3,429,555.6600000000001,0,0,0.0,391.7,1
12404.0,590,1,63.24,1,590,63.24,0,0,0.0,0.0,0
12405.0,56,1,1390.39,53,56,1390.39,0,0,0.0,0.0,0
12406.0,91,4,4596.31,81,605,1149.0775,0,0,0.3333333333333333,1794.05,1
12407.0,42,4,1242.3600000000001,49,172,310.59000000000003,0,0,0.0,264.76,1
12408.0,6,7,3226.27,89,406,460.8957142857143,0,0,0.4166666666666667,679.5,1
12409.0,90,5,18553.7,165,473,3710.7400000000002,0,0,0.375,4865.59,1
12410.0,216,3,773.71,35,410,257.90333333333336,0,0,0.25,0.0,0
12411.0,317,1,346.9,22,317,346.9,0,1,0.0,0.0,0
12412.0,45,5,2098.79,73,447,419.758,0,0,0.2857142857142857,306.14,1
12413.0,144,3,695.25,36,310,231.75,0,1,0.25,176.20000000000002,1
12414.0,125,4,532.41,19,371,133.1025,0,0,0.2,0.0,0
12415.0,7,18,121206.72,436,435,6733.706666666667,0,0,0.14285714285714285,22826.649999999998,1
12416.0,564,1,202.56,11,564,202.56,0,0,0.0,0.0,0
12417.0,14,18,5255.83,251,641,291.99055555555555,0,1,0.25,742.58,1
12418.0,20,4,2021.2,90,538,505.3,0,0,0.2,0.0,0
12419.0,293,2,391.01,22,321,195.505,0,1,0.0,0.0,0
12421.0,22,5,724.12,37,413,144.824,0,0,0.16666666666666666,150.48,1
12422.0,3,12,3639.35,135,629,303.27916666666664,0,1,0.0,0.0,0
12423.0,8,9,2107.75,118,373,234.19444444444446,0,0,0.1,0.0,0
12424.0,70,4,3340.03,78,456,835.0075,0,0,0.42857142857142855,0.0,0
12425.0,356,1,964.21,55,356,964.21,0,0,0.5,777.2,1
12426.0,102,2,1201.21,72,570,600.605,0,0,0.3333333333333333,0.0,0
12427.0,279,1,249.5,9,279,249.5,0,1,0.5,450.3,1
12428.0,28,7,6076.92,250,191,868.1314285714286,0,0,0.3,328.34000000000003,1
12429.0,80,7,4936.89,106,454,705.2700000000001,0,0,0.125,905.52,1
12431.0,27,21,8519.34,219,601,405.68285714285713,0,0,0.2222222222222222,1582.88,1
12432.0,80,2,3316.6600000000003,74,80,1658.3300000000002,0,0,0.0,1042.66,1
12433.0,274,5,7205.39,163,384,1441.078,0,0,0.0,6950.06,1
12434.0,168,2,583.54,34,289,291.77,0,1,0.5,519.89,1
12435.0,175,5,10075.03,81,645,2015.006,0,1,0.0,3850.9,1
12436.0,7,1,429.01000000000005,15,7,429.01000000000005,0,0,0.0,0.0,0
12437.0,6,31,9340.4,229,645,301.3032258064516,0,1,0.18421052631578946,1830.1,1
12438.0,48,1,770.0699999999999,48,48,770.0699999999999,0,0,0.0,1696.78,1
12439.0,590,2,1142.88,69,633,571.44,0,1,0.3333333333333333,0.0,0
12440.0,370,2,739.2,20,625,369.6,0,1,0.3333333333333333,0.0,0
12441.0,274,1,155.55,10,274,155.55,0,1,0.0,0.0,0
12443.0,640,1,365.31,20,640,365.31,0,1,0.0,0.0,0
12444.0,29,2,2347.27,95,79,1173.635,0,0,0.0,1738.19,1
12445.0,328,1,301.58000000000004,20,328,301.58000000000004,0,1,0.5,77.4,1
12447.0,151,1,431.49,25,151,431.49,0,0,0.0,0.0,0
12449.0,37,3,2135.48,79,346,711.8266666666667,0,0,0.0,2139.41,1
12450.0,64,5,688.2,31,382,137.64000000000001,0,0,0.2857142857142857,0.0,0
12451.0,126,5,8942.18,259,437,1788.4360000000001,0,0,0.2857142857142857,3687.7,1
12453.0,42,1,707.09,43,42,707.09,0,0,0.0,0.0,0
12454.0,303,3,12931.44,8,329,4310.4800000000005,0,1,0.5,3528.34,1
12455.0,35,8,5460.45,180,629,682.55625,0,1,0.0,262.5,1
12456.0,39,2,1825.4,76,162,912.7,0,0,0.3333333333333333,755.64,1
12457.0,141,4,1419.93,36,343,354.9825,0,0,0.5,1135.98,1
12458.0,192,3,1077.01,57,395,359.00333333333333,0,0,0.0,425.48,1
12459.0,513,1,398.36,22,513,398.36,0,0,0.0,0.0,0
12460.0,364,1,296.65,17,364,296.65,0,0,0.0,0.0,0
12461.0,62,1,626.88,34,62,626.88,0,0,0.0,0.0,0
12462.0,211,1,594.11,39,211,594.11,0,0,0.5,343.47999999999996,1
12463.0,83,3,877.79,50,149,292.59666666666664,0,0,0.25,322.99,1
12464.0,14,6,615.55,5,217,102.59166666666665,0,0,0.0,341.5,1
12465.0,77,1,410.94,25,77,410.94,0,0,0.0,271.25,1
12466.0,590,1,56.73,1,590,56.73,0,0,0.0,0.0,0
12467.0,331,1,132.8,9,331,132.8,0,1,0.5,0.0,0
12468.0,95,5,3238.74,126,590,647.7479999999999,0,0,0.5,0.0,0
12469.0,430,2,3070.54,76,444,1535.27,0,0,0.0,0.0,0
12470.0,597,1,211.95,23,597,211.95,0,0,0.0,0.0,0
12471.0,15,62,27417.34,211,640,442.21516129032256,0,1,0.4205607476635514,7723.65,1
12472.0,46,17,13452.78,366,633,791.34,0,1,0.48484848484848486,1518.51,1
12473.0,22,2,1013.75,59,99,506.875,0,0,0.3333333333333333,1571.98,1
12474.0,6,24,8600.72,284,574,358.3633333333333,0,0,0.4418604651162791,2710.03,1
12475.0,317,1,396.26,24,317,396.26,0,1,0.0,669.38,1
12476.0,49,13,9109.16,291,409,700.7046153846154,0,0,0.48,3210.75,1
12477.0,8,6,15890.66,276,531,2648.443333333333,0,0,0.25,4385.71,1
12480.0,51,6,3842.17,145,415,640.3616666666667,0,0,0.14285714285714285,992.68,1
12481.0,87,12,9700.95,212,515,808.4125,0,0,0.2,1332.56,1
12482.0,484,27,21941.72,41,561,812.6562962962963,0,0,0.0,0.0,0
12483.0,6,17,3448.26,59,585,202.83882352941177,0,0,0.15,620.9200000000001,1
12484.0,11,8,4828.43,295,589,603.55375,0,0,0.2727272727272727,728.67,1
12485.0,437,1,708.1,34,437,708.1,0,0,0.0,0.0,0
12486.0,339,1,917.28,48,339,917.28,0,1,0.0,0.0,0
12487.0,638,1,285.29999999999995,2,638,285.29999999999995,0,1,0.5,0.0,0
12489.0,244,1,298.93,14,244,298.93,0,0,0.0,0.0,0
12490.0,1,16,7115.3,170,646,444.70625,0,1,0.058823529411764705,1649.3400000000001,1
12492.0,13,2,488.39,29,311,244.195,0,1,0.0,118.82000000000001,1
12493.0,73,2,379.74,18,105,189.87,0,0,0.3333333333333333,0.0,0
12494.0,69,7,1240.03,61,484,177.14714285714285,0,0,0.5,323.24,1
12495.0,548,1,277.4,16,548,277.4,0,0,0.5,0.0,0
12496.0,528,2,45.34,10,528,22.67,0,0,0.0,0.0,0
12497.0,308,2,5043.400000000001,29,552,2521.7000000000003,0,0,0.3333333333333333,953.1,1
12499.0,468,1,357.72,26,468,357.72,0,0,0.0,0.0,0
12500.0,14,13,3147.23,74,581,242.0946153846154,0,0,0.23529411764705882,2411.98,1
12501.0,244,1,2025.39,148,244,2025.39,0,0,0.5,0.0,0
12502.0,3,5,2995.87,101,217,599.174,0,0,0.0,0.0,0
12503.0,492,1,896.0,1,492,896.0,0,0,0.0,0.0,0
12504.0,325,2,261.0,7,504,130.5,0,0,0.0,428.04999999999995,1
12505.0,316,1,787.2,41,316,787.2,0,1,0.5,0.0,0
12506.0,140,1,73.5,23,140,73.5,0,0,0.0,0.0,0
12507.0,42,4,1508.06,45,492,377.015,0,0,0.2,0.0,0
12509.0,192,1,158.5,6,192,158.5,0,0,0.0,0.0,0
12510.0,50,7,3039.03,92,643,434.1471428571429,0,1,0.2222222222222222,0.0,0
12511.0,336,1,3084.02,190,336,3084.02,0,1,0.5,0.0,0
12513.0,20,1,558.29,34,20,558.29,0,0,0.0,0.0,0
12514.0,175,2,1597.76,76,549,798.88,0,0,0.0,0.0,0
12515.0,261,1,278.7,15,261,278.7,0,1,0.0,0.0,0
12516.0,88,3,1631.76,41,507,543.92,0,0,0.0,656.86,1
12517.0,34,2,1431.45,172,98,715.725,0,0,0.0,870.15,1
12518.0,18,1,288.83,17,18,288.83,0,0,0.0,1248.92,1
12519.0,384,1,349.7,21,384,349.7,0,0,0.5,276.84,1
12520.0,50,4,1829.85,103,181,457.4625,0,0,0.2,516.41,1
12521.0,50,1,545.68,37,50,545.68,0,0,0.0,0.0,0
12523.0,15,19,3238.33,143,640,170.43842105263158,0,1,0.20833333333333334,772.02,1
12524.0,70,15,8592.869999999999,137,577,572.858,0,0,0.0625,1201.24,1
12525.0,406,3,883.73,55,555,294.57666666666665,0,0,0.625,0.0,0
12526.0,2,1,484.3,28,2,484.3,0,0,0.0,447.28000000000003,1
12527.0,202,4,653.72,23,437,163.43,0,0,0.0,63.790000000000006,1
12528.0,22,4,1089.3700000000001,45,220,272.34250000000003,0,0,0.3333333333333333,556.11,1
12529.0,436,1,316.48,21,436,316.48,0,0,0.5,0.0,0
12530.0,31,8,2976.63,84,550,372.07875,0,0,0.2,404.63,1
12531.0,594,1,1645.98,109,594,1645.98,0,0,0.5,125.22,1
12533.0,535,2,1223.89,62,646,611.945,0,1,0.6666666666666666,0.0,0
12534.0,38,1,981.18,62,38,981.18,0,0,0.0,0.0,0
12535.0,94,1,371.45,18,94,371.45,0,0,0.0,344.9,1
12537.0,316,1,612.94,42,316,612.94,0,1,0.0,0.0,0
12538.0,286,1,276.5,13,286,276.5,0,1,0.0,363.95,1
12539.0,170,6,10136.09,246,624,1689.3483333333334,0,1,0.0,1050.66,1
12540.0,0,26,15545.11,300,640,597.8888461538462,0,1,0.037037037037037035,3705.38,1
12541.0,81,2,480.14,26,188,240.07,0,0,0.0,361.03999999999996,1
12542.0,392,2,481.88,39,548,240.94,0,0,0.5,0.0,0
12543.0,356,1,840.25,42,356,840.25,0,0,0.0,0.0,0
12545.0,167,1,544.15,33,167,544.15,0,0,0.0,288.24,1
12547.0,105,3,299.58,12,408,99.86,0,0,0.0,0.0,0
12548.0,74,1,67.19999999999999,4,74,67.19999999999999,0,0,0.0,0.0,0
12549.0,483,5,1570.68,37,605,314.136,0,0,0.0,0.0,0
12551.0,265,1,168.0,10,265,168.0,0,1,0.0,0.0,0
12553.0,18,9,2940.06,95,331,326.67333333333335,0,1,0.3076923076923077,1164.69,1
12554.0,356,1,384.5,25,356,384.5,0,0,0.0,0.0,0
12555.0,590,1,129.23,1,590,129.23,0,0,0.0,0.0,0
12556.0,59,1,308.75,60,59,308.75,0,0,0.0,290.81,1
12557.0,66,7,15106.14,15,630,2158.02,0,1,0.0,2990.0,1
12559.0,218,2,525.71,20,227,262.855,0,0,0.3333333333333333,0.0,0
12560.0,51,1,1292.31,76,51,1292.31,0,0,0.5,625.7,1
12561.0,210,1,238.85,16,210,238.85,0,0,0.0,0.0,0
12562.0,34,5,2484.41,67,343,496.88199999999995,0,0,0.0,1942.51,1
12563.0,316,1,221.24,12,316,221.24,0,1,0.0,0.0,0
12564.0,169,1,402.9,20,169,402.9,0,0,0.0,0.0,0
12565.0,196,1,145.92,9,196,145.92,0,0,0.5,0.0,0
12567.0,4,14,9298.18,314,574,664.1557142857143,0,0,0.125,1443.3,1
12568.0,552,1,52.0,4,552,52.0,0,0,0.0,0.0,0
12569.0,0,15,1645.68,47,160,109.712,0,0,0.0625,1507.01,1
12570.0,590,1,77.52,1,590,77.52,0,0,0.0,0.0,0
12571.0,29,1,248.35,14,29,248.35,0,0,0.0,271.26,1
12573.0,135,5,717.41,107,373,143.482,0,0,0.0,0.0,0
12574.0,223,1,182.45000000000002,10,223,182.45000000000002,0,0,0.0,0.0,0
12575.0,365,2,568.8199999999999,33,434,284.40999999999997,0,0,0.0,0.0,0
12576.0,3,7,1683.44,96,434,240.49142857142857,0,0,0.3,379.28,1
12577.0,267,6,1186.3899999999999,195,644,197.73166666666665,0,1,0.0,426.76,1
12578.0,238,3,3036.6,108,351,1012.1999999999999,0,0,0.5,989.85,1
12580.0,154,2,962.9,51,484,481.45,0,0,0.0,0.0,0
12582.0,146,4,1820.4,87,485,455.1,0,0,0.0,0.0,0
12583.0,14,21,9696.41,116,641,461.7338095238095,0,1,0.045454545454545456,2797.17,1
12584.0,35,4,698.59,26,188,174.6475,0,0,0.5,1555.56,1
12585.0,142,2,1824.1,76,259,912.05,0,1,0.5,0.0,0
12586.0,282,3,1865.73,76,631,621.91,0,1,0.25,196.94000000000003,1
12588.0,307,2,543.88,26,505,271.94,0,0,0.3333333333333333,174.89999999999998,1
12589.0,52,5,2833.73,105,597,566.746,0,0,0.2857142857142857,461.18,1
12590.0,119,1,9341.26,67,119,9341.26,0,0,0.75,0.0,0
12591.0,225,3,1114.95,62,316,371.65000000000003,0,1,0.0,0.0,0
12592.0,0,4,1723.6399999999999,40,427,430.90999999999997,0,0,0.0,0.0,0
12593.0,16,3,382.09999999999997,13,126,127.36666666666666,0,0,0.0,0.0,0
12594.0,29,12,4081.79,77,554,340.14916666666664,0,0,0.07692307692307693,808.32,1
12595.0,412,1,281.02,18,412,281.02,0,0,0.0,0.0,0
12596.0,150,1,213.95,14,150,213.95,0,0,0.0,236.32,1
12597.0,91,2,1120.81,71,176,560.405,0,0,0.0,2074.41,1
12598.0,69,6,2807.39,101,556,467.8983333333333,0,0,0.4,1384.7,1
12599.0,34,12,1869.18,41,485,155.76500000000001,0,0,0.0,157.54,1
12600.0,20,19,3799.94,47,640,199.99684210526317,0,1,0.13636363636363635,590.48,1
12601.0,97,6,573.26,23,312,95.54333333333334,0,1,0.14285714285714285,0.0,0
12604.0,169,1,160.5,9,169,160.5,0,0,0.0,75.68,1
12605.0,284,3,1124.95,62,366,374.98333333333335,0,0,0.25,0.0,0
12606.0,590,1,21.0,1,590,21.0,0,0,0.0,0.0,0
12608.0,312,1,415.79,16,312,415.79,1,1,0.0,0.0,0
12609.0,94,8,2731.7400000000002,116,627,341.46750000000003,0,1,0.0,290.12,1
12610.0,14,2,1104.25,67,34,552.125,0,0,0.3333333333333333,643.29,1
12613.0,105,8,4521.51,172,633,565.18875,0,1,0.2,1755.86,1
12614.0,185,1,315.6,20,185,315.6,0,0,0.0,0.0,0
12615.0,76,5,3850.5299999999997,166,539,770.106,0,0,0.375,1512.45,1
12616.0,3,3,1023.1,31,296,341.03333333333336,0,1,0.5,0.0,0
12619.0,24,5,1675.92,31,468,335.184,0,0,0.0,1409.78,1
12620.0,112,1,561.66,33,112,561.66,0,0,0.0,741.75,1
12621.0,8,30,18908.57,296,576,630.2856666666667,0,0,0.21052631578947367,2090.43,1
12622.0,140,1,162.1,10,140,162.1,0,0,0.0,0.0,0
12623.0,184,7,3315.84,111,604,473.6914285714286,0,0,0.0,0.0,0
12624.0,14,2,569.13,35,85,284.565,0,0,0.0,0.0,0
12625.0,119,4,4678.88,143,504,1169.72,0,0,0.2,0.0,0
12626.0,20,6,4288.0,169,234,714.6666666666666,0,0,0.4,1666.48,1
12627.0,4,4,2493.83,111,48,623.4575,0,0,0.0,1588.7,1
12629.0,293,2,1198.22,39,331,599.11,0,1,0.0,0.0,0
12631.0,364,5,2841.07,105,601,568.214,0,0,0.16666666666666666,480.5,1
12632.0,428,2,714.88,31,472,357.44,0,0,0.5,0.0,0
12633.0,37,6,4958.93,212,433,826.4883333333333,0,0,0.3333333333333333,197.23000000000002,1
12634.0,456,1,360.0,19,456,360.0,0,0,0.0,0.0,0
12635.0,62,3,1744.8700000000001,105,364,581.6233333333333,0,0,0.0,879.54,1
12637.0,1,10,6473.11,272,451,647.3109999999999,0,0,0.09090909090909091,1612.7,1
12638.0,547,1,169.8,8,547,169.8,0,0,0.0,511.69,1
12639.0,146,3,1072.37,57,535,357.45666666666665,0,0,0.0,0.0,0
12641.0,23,1,145.9,9,23,145.9,0,0,0.0,0.0,0
12642.0,15,1,330.45,23,15,330.45,0,0,0.0,574.81,1
12643.0,36,11,7803.82,13,519,709.4381818181818,0,0,0.15384615384615385,0.0,0
12644.0,37,4,1900.49,105,602,475.1225,0,0,0.3333333333333333,0.0,0
12645.0,17,7,2804.98,105,576,400.7114285714286,0,0,0.2222222222222222,410.32,1
12647.0,34,32,13435.44,228,603,419.8575,0,0,0.2,674.11,1
12648.0,62,4,1039.0,37,609,259.75,0,0,0.2,0.0,0
12649.0,15,8,2096.65,93,604,262.08125,0,0,0.2,0.0,0
12651.0,242,4,377.75,30,373,94.4375,0,0,0.2,0.0,0
12652.0,239,2,891.03,50,342,445.515,0,1,0.3333333333333333,0.0,0
12653.0,56,3,4160.83,76,434,1386.9433333333334,0,0,0.0,0.0,0
12654.0,105,3,301.75,18,203,100.58333333333333,0,0,0.0,228.23000000000002,1
12655.0,331,1,243.35000000000002,15,331,243.35000000000002,0,1,0.0,0.0,0
12656.0,24,6,4619.33,139,470,769.8883333333333,0,0,0.3333333333333333,1104.5,1
12661.0,344,1,162.0,11,344,162.0,0,0,0.0,0.0,0
12662.0,15,16,5024.42,134,525,314.02625,0,0,0.1111111111111111,899.1700000000001,1
12663.0,532,2,185.4,8,576,92.7,0,0,0.3333333333333333,0.0,0
12664.0,51,5,2785.64,9,634,557.1279999999999,0,1,0.0,2634.4,1
12665.0,232,3,259.6,12,577,86.53333333333335,0,0,0.4,0.0,0
12666.0,302,1,1248.42,31,302,1248.42,0,1,0.5,0.0,0
12668.0,167,8,9167.35,257,585,1145.91875,0,0,0.1111111111111111,738.68,1
12669.0,58,2,1427.73,96,164,713.865,0,0,0.0,0.0,0
12670.0,6,5,2182.71,53,574,436.54200000000003,0,0,0.0,1253.58,1
12671.0,514,1,2622.48,44,514,2622.48,0,0,0.0,0.0,0
12672.0,237,2,407.05,21,503,203.525,0,0,0.3333333333333333,0.0,0
12673.0,234,2,786.4,51,309,393.2,0,1,0.0,353.62,1
12674.0,78,2,904.8,29,115,452.4,0,0,0.3333333333333333,939.8000000000001,1
12675.0,461,2,873.25,110,486,436.625,0,0,0.5,0.0,0
12676.0,31,8,2079.75,57,391,259.96875,0,0,0.0,253.34,1
12677.0,463,2,359.1,12,574,179.55,0,0,0.3333333333333333,0.0,0
12678.0,8,12,23737.98,184,609,1978.165,0,0,0.14285714285714285,8857.2,1
12679.0,113,2,798.38,42,191,399.19,0,0,0.3333333333333333,152.64000000000001,1
12680.0,21,1,275.78,19,21,275.78,0,0,0.0,265.58,1
12681.0,59,37,23519.8,423,634,635.6702702702703,0,1,0.17777777777777778,3416.96,1
12682.0,8,40,17090.32,280,646,427.258,0,1,0.024390243902439025,3645.9,1
12683.0,0,18,8789.32,223,634,488.29555555555555,0,1,0.21739130434782608,1656.3799999999999,1
12684.0,78,3,1241.48,35,121,413.82666666666665,0,0,0.0,832.15,1
12685.0,0,2,1462.42,82,1,731.21,0,0,0.0,1112.66,1
12686.0,279,1,71.14,6,279,71.14,0,1,0.0,0.0,0
12687.0,388,1,1858.91,125,388,1858.91,0,0,0.0,0.0,0
12688.0,21,1,4873.8099999999995,171,21,4873.8099999999995,0,0,0.0,0.0,0
12689.0,35,1,475.03,33,35,475.03,0,0,0.0,664.5799999999999,1
12690.0,113,1,335.01,15,113,335.01,0,0,0.0,0.0,0
12691.0,53,4,600.9,19,328,150.225,0,1,0.0,443.5,1
12692.0,545,1,110.95,13,545,110.95,0,0,0.0,0.0,0
12693.0,35,7,1415.02,62,430,202.1457142857143,0,0,0.36363636363636365,0.0,0
12694.0,91,2,1287.18,61,329,643.59,0,1,0.3333333333333333,376.17,1
12695.0,15,5,1122.92,40,573,224.584,0,0,0.0,248.2,1
12696.0,342,2,731.91,42,416,365.955,0,0,0.3333333333333333,0.0,0
12697.0,39,2,573.91,26,77,286.955,0,0,0.3333333333333333,183.68,1
12698.0,498,1,285.75,15,498,285.75,0,0,0.0,0.0,0
12699.0,325,1,566.11,40,325,566.11,0,1,0.0,0.0,0
12700.0,64,2,1951.05,109,123,975.525,0,0,0.0,2574.94,1
12701.0,150,5,1823.78,91,541,364.756,0,0,0.0,424.63,1
12703.0,541,3,632.98,43,592,210.99333333333334,0,0,0.4,265.55,1
12704.0,13,3,900.92,39,77,300.3066666666667,0,0,0.0,839.92,1
12705.0,66,9,8660.33,282,441,962.2588888888889,0,0,0.4,2453.77,1
12707.0,199,1,603.42,33,199,603.42,0,0,0.0,0.0,0
12708.0,9,15,3950.52,114,629,263.368,0,1,0.4,609.14,1
12709.0,4,29,27102.03,188,638,934.5527586206896,0,1,0.3695652173913043,2469.73,1
12710.0,4,3,1023.02,74,109,341.00666666666666,0,0,0.25,0.0,0
12711.0,519,2,1213.05,55,584,606.525,0,0,0.0,0.0,0
12712.0,14,19,5555.9800000000005,122,638,292.42,0,1,0.24,429.05,1
12714.0,14,11,11586.55,401,643,1053.3227272727272,0,1,0.0,1229.16,1
12715.0,14,1,263.36,19,14,263.36,0,0,0.0,0.0,0
12716.0,41,1,623.9,44,41,623.9,0,0,0.0,339.59,1
12717.0,59,3,1058.91,59,498,352.97,0,0,0.0,0.0,0
12720.0,2,21,5065.39,229,414,241.20904761904762,0,0,0.27586206896551724,1839.89,1
12721.0,91,6,2749.86,145,379,458.31,0,0,0.25,885.22,1
12722.0,22,3,929.65,48,58,309.8833333333333,0,0,0.4,49.980000000000004,1
12724.0,81,5,1404.47,71,443,280.894,0,0,0.0,679.0500000000001,1
12725.0,279,3,1906.76,91,492,635.5866666666667,0,0,0.0,0.0,0
12726.0,92,9,2638.82,51,532,293.20222222222225,0,0,0.0,1051.78,1
12727.0,3,9,4334.53,113,562,481.6144444444444,0,0,0.1,571.0,1
12728.0,165,4,725.15,38,291,181.2875,0,1,0.0,201.01999999999998,1
12729.0,21,1,417.01,25,21,417.01,0,0,0.0,0.0,0
12730.0,429,1,703.25,46,429,703.25,0,0,0.0,0.0,0
12731.0,52,13,18060.05,113,555,1389.2346153846154,0,0,0.07142857142857142,7571.66,1
12732.0,87,1,218.26000000000002,11,87,218.26000000000002,0,0,0.0,0.0,0
12733.0,142,4,2424.02,116,597,606.005,0,0,0.3333333333333333,0.0,0
12734.0,260,3,603.65,16,300,201.21666666666667,0,1,0.0,0.0,0
12735.0,223,2,689.5699999999999,37,245,344.78499999999997,0,0,0.0,0.0,0
12736.0,240,1,144.0,3,240,144.0,0,0,0.0,0.0,0
12738.0,280,1,137.35,10,280,137.35,0,1,0.0,0.0,0
12739.0,7,2,2421.23,83,302,1210.615,0,1,0.0,0.0,0
12741.0,441,1,236.07,15,441,236.07,0,0,0.0,0.0,0
12742.0,533,1,1201.52,67,533,1201.52,0,0,0.5,0.0,0
12743.0,42,2,540.13,114,42,270.065,0,0,0.0,0.0,0
12744.0,52,7,12158.9,231,499,1736.9857142857143,0,0,0.0,999.26,1
12745.0,394,3,925.41,21,590,308.46999999999997,1,0,0.0,0.0,0
12746.0,448,1,254.55,17,448,254.55,1,0,0.6666666666666666,0.0,0
12747.0,17,23,7471.87,79,640,324.86391304347825,1,1,0.20689655172413793,1426.6100000000001,1
12748.0,1,247,31095.54,1824,643,125.89287449392712,1,1,0.06439393939393939,18090.12,1
12749.0,38,7,5561.71,219,429,794.53,1,0,0.5,1285.65,1
12750.0,36,1,275.88,15,36,275.88,0,0,0.0,0.0,0
12751.0,352,1,268.27,61,352,268.27,0,0,0.0,0.0,0
12753.0,43,5,16620.91,114,270,3324.182,0,1,0.4444444444444444,4808.48,1
12754.0,143,3,3010.74,49,216,1003.5799999999999,0,0,0.0,0.0,0
12755.0,188,11,5236.259999999999,34,601,476.0236363636363,0,0,0.47619047619047616,0.0,0
